CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
CASE00201,100130080202500201,202500201,2025-09-19,EMP0164,UNIT0080,CAT1,GRV1,CH01,CSH0003,STA2,,2025-09-19T21:20:00,2025-09-19T21:20:00,2025-09-19T21:20:00,15.437784,75.023618,A group of persons allegedly created a public disturbance near a commercial complex.
CASE00202,100180110202600202,202600202,2026-04-19,EMP0119,UNIT0110,CAT1,GRV2,CH02,CSH0006,STA3,,2026-04-19T00:15:00,2026-04-19T00:15:00,2026-04-19T00:15:00,12.487609,75.688657,Accused is alleged to have used a fake identity to defraud the complainant near a commercial complex.
CASE00203,100200119202500203,202500203,2025-10-07,EMP0149,UNIT0119,CAT1,GRV1,CH03,CSH0015,STA2,,2025-10-07T14:19:00,2025-10-07T14:19:00,2025-10-07T14:19:00,15.385483,76.21621,A complaint was filed regarding harassment near a parking area over the past few weeks.
CASE00204,100130081202500204,202500204,2025-10-13,EMP0209,UNIT0081,CAT1,GRV1,CH01,CSH0003,STA3,,2025-10-13T19:57:00,2025-10-13T19:57:00,2025-10-13T19:57:00,15.491826,75.054309,A group of persons allegedly created a public disturbance near a parking area.
CASE00205,100230142202500205,202500205,2025-07-21,EMP0176,UNIT0142,CAT1,GRV2,CH02,CSH0009,STA3,,2025-07-21T17:34:00,2025-07-21T17:34:00,2025-07-21T17:34:00,16.245951,77.340455,A group of persons allegedly created a public disturbance near the railway station.
CASE00206,100110070202500206,202500206,2025-08-17,EMP0258,UNIT0070,CAT1,GRV2,CH04,CSH0017,STA1,,2025-08-17T07:23:00,2025-08-17T07:23:00,2025-08-17T07:23:00,12.814072,75.309861,A group of persons allegedly created a public disturbance near the bus stand.
CASE00207,100060036202600207,202600207,2026-01-16,EMP0075,UNIT0036,CAT1,GRV1,CH03,CSH0015,STA3,,2026-01-16T09:36:00,2026-01-16T09:36:00,2026-01-16T09:36:00,17.94479,77.504911,Victim was approached by unidentified persons near a parking area and robbed at knifepoint.
CASE00208,100050030202500208,202500208,2025-11-04,EMP0185,UNIT0030,CAT1,GRV2,CH02,CSH0008,STA2,,2025-11-04T03:13:00,2025-11-04T03:13:00,2025-11-04T03:13:00,12.983378,77.581648,Complainant reported that documents was stolen from a commercial complex on the night of the incident.
CASE00209,100110070202600209,202600209,2026-03-04,EMP0135,UNIT0070,CAT1,GRV2,CH05,CSH0021,STA2,,2026-03-04T20:53:00,2026-03-04T20:53:00,2026-03-04T20:53:00,12.827323,75.286367,Physical assault reported outside a residential complex following a dispute between the parties.
CASE00210,100050031202600210,202600210,2026-01-27,EMP0177,UNIT0031,CAT1,GRV2,CH02,CSH0008,STA2,,2026-01-27T17:22:00,2026-01-27T17:22:00,2026-01-27T17:22:00,12.94048,77.606133,Complainant alleges online fraud involving a transaction linked to a residential lane.
CASE00211,100030015202600211,202600211,2026-05-09,EMP0136,UNIT0015,CAT1,GRV2,CH04,CSH0017,STA1,,2026-05-09T18:13:00,2026-05-09T18:13:00,2026-05-09T18:13:00,15.827585,74.469467,"An altercation broke out at a parking area, resulting in injuries to the victim."
CASE00212,100050029202500212,202500212,2025-09-18,EMP0246,UNIT0029,CAT1,GRV2,CH05,CSH0024,STA2,,2025-09-18T08:43:00,2025-09-18T08:43:00,2025-09-18T08:43:00,12.962707,77.650236,Physical assault reported outside a parking area following a dispute between the parties.
CASE00213,100130079202500213,202500213,2025-08-30,EMP0021,UNIT0079,CAT1,GRV2,CH04,CSH0019,STA3,,2025-08-30T09:40:00,2025-08-30T09:40:00,2025-08-30T09:40:00,15.495957,75.028669,Accused allegedly entered the local temple grounds and removed valuables without the owner's knowledge.
CASE00214,100240145202600214,202600214,2026-06-29,EMP0146,UNIT0145,CAT1,GRV2,CH05,CSH0021,STA4,,2026-06-29T01:46:00,2026-06-29T01:46:00,2026-06-29T01:46:00,12.731642,77.333798,Vehicle registered to the complainant was found missing from outside the bus stand.
CASE00215,100050032202500215,202500215,2025-11-10,EMP0184,UNIT0032,CAT1,GRV2,CH04,CSH0020,STA3,,2025-11-10T08:37:00,2025-11-10T08:37:00,2025-11-10T08:37:00,12.943561,77.591459,Accused is alleged to have used a fake identity to defraud the complainant near a residential complex.
CASE00216,100050031202600216,202600216,2026-04-08,EMP0259,UNIT0031,CAT1,GRV1,CH01,CSH0005,STA3,,2026-04-08T07:12:00,2026-04-08T07:12:00,2026-04-08T07:12:00,12.954256,77.606185,Accused allegedly entered the main market and removed valuables without the owner's knowledge.
CASE00217,100230137202500217,202500217,2025-09-04,EMP0247,UNIT0137,CAT1,GRV2,CH04,CSH0017,STA3,,2025-09-04T19:05:00,2025-09-04T19:05:00,2025-09-04T19:05:00,16.253134,77.285674,Complainant reported that documents was stolen from the local temple grounds on the night of the incident.
CASE00218,100050030202500218,202500218,2025-10-25,EMP0118,UNIT0030,CAT1,GRV1,CH01,CSH0002,STA4,,2025-10-25T19:27:00,2025-10-25T19:27:00,2025-10-25T19:27:00,12.965947,77.577132,Accused is alleged to have used a fake identity to defraud the complainant near a residential complex.
CASE00219,100050027202500219,202500219,2025-10-12,EMP0124,UNIT0027,CAT1,GRV1,CH03,CSH0016,STA1,,2025-10-12T19:58:00,2025-10-12T19:58:00,2025-10-12T19:58:00,13.03982,77.63611,Victim was approached by unidentified persons near the main market and robbed at knifepoint.
CASE00220,100050031202500220,202500220,2025-12-12,EMP0106,UNIT0031,CAT1,GRV2,CH04,CSH0017,STA3,,2025-12-12T00:41:00,2025-12-12T00:41:00,2025-12-12T00:41:00,12.933831,77.596455,Accused allegedly entered the railway station and removed valuables without the owner's knowledge.
CASE00221,100110071202600221,202600221,2026-03-16,EMP0115,UNIT0071,CAT1,GRV1,CH03,CSH0014,STA4,,2026-03-16T17:39:00,2026-03-16T17:39:00,2026-03-16T17:39:00,12.809537,75.198873,Complainant alleges online fraud involving a transaction linked to a residential lane.
CASE00222,100110071202600222,202600222,2026-06-30,EMP0115,UNIT0071,CAT1,GRV2,CH04,CSH0018,STA3,,2026-06-30T16:19:00,2026-06-30T16:19:00,2026-06-30T16:19:00,12.809564,75.196248,"An altercation broke out at a parking area, resulting in injuries to the victim."
CASE00223,100130083202500223,202500223,2025-09-21,EMP0156,UNIT0083,CAT1,GRV2,CH02,CSH0006,STA3,,2025-09-21T07:32:00,2025-09-21T07:32:00,2025-09-21T07:32:00,15.437058,74.959379,Complainant reported that jewellery was stolen from the local temple grounds on the night of the incident.
CASE00224,100010002202500224,202500224,2025-12-22,EMP0182,UNIT0002,CAT1,GRV2,CH06,CSH0026,STA4,,2025-12-22T07:09:00,2025-12-22T07:09:00,2025-12-22T07:09:00,16.207692,75.699867,Victim was approached by unidentified persons near a residential complex and robbed at knifepoint.
CASE00225,100300186202500225,202500225,2025-08-06,EMP0090,UNIT0186,CAT1,GRV1,CH03,CSH0013,STA3,,2025-08-06T21:25:00,2025-08-06T21:25:00,2025-08-06T21:25:00,16.765532,77.199451,Accused allegedly entered a residential lane and removed valuables without the owner's knowledge.
CASE00226,100030019202600226,202600226,2026-05-06,EMP0077,UNIT0019,CAT1,GRV2,CH05,CSH0022,STA1,,2026-05-06T21:33:00,2026-05-06T21:33:00,2026-05-06T21:33:00,15.820577,74.480754,Victim was approached by unidentified persons near the bus stand and robbed at knifepoint.
CASE00227,100160093202500227,202500227,2025-12-16,EMP0188,UNIT0093,CAT1,GRV2,CH02,CSH0008,STA4,,2025-12-16T18:10:00,2025-12-16T18:10:00,2025-12-16T18:10:00,14.760492,75.415985,Physical assault reported outside a parking area following a dispute between the parties.
CASE00228,100130084202600228,202600228,2026-06-14,EMP0247,UNIT0084,CAT1,GRV2,CH05,CSH0023,STA3,,2026-06-14T06:05:00,2026-06-14T06:05:00,2026-06-14T06:05:00,15.466328,75.040874,Accused is alleged to have used a fake identity to defraud the complainant near a parking area.
CASE00229,100080050202600229,202600229,2026-01-28,EMP0173,UNIT0050,CAT1,GRV1,CH03,CSH0015,STA1,,2026-01-28T21:36:00,2026-01-28T21:36:00,2026-01-28T21:36:00,13.485019,77.666037,"An altercation broke out at the railway station, resulting in injuries to the victim."
CASE00230,100030016202500230,202500230,2025-10-01,EMP0102,UNIT0016,CAT1,GRV2,CH06,CSH0026,STA3,,2025-10-01T17:16:00,2025-10-01T17:16:00,2025-10-01T17:16:00,15.816689,74.519578,Victim was approached by unidentified persons near a residential lane and robbed at knifepoint.
CASE00231,100250151202600231,202600231,2026-04-09,EMP0025,UNIT0151,CAT1,GRV1,CH01,CSH0001,STA2,,2026-04-09T16:16:00,2026-04-09T16:16:00,2026-04-09T16:16:00,13.961109,75.571227,Victim was approached by unidentified persons near the local temple grounds and robbed at knifepoint.
CASE00232,100220133202600232,202600232,2026-07-10,EMP0199,UNIT0133,CAT1,GRV2,CH04,CSH0018,STA1,,2026-07-10T00:53:00,2026-07-10T00:53:00,2026-07-10T00:53:00,12.232529,76.638496,Accused is alleged to have used a fake identity to defraud the complainant near the bus stand.
CASE00233,100050030202600233,202600233,2026-03-14,EMP0094,UNIT0030,CAT1,GRV2,CH02,CSH0007,STA4,,2026-03-14T21:17:00,2026-03-14T21:17:00,2026-03-14T21:17:00,12.973987,77.582783,Vehicle registered to the complainant was found missing from outside a parking area.
CASE00234,100050026202600234,202600234,2026-02-20,EMP0071,UNIT0026,CAT1,GRV2,CH02,CSH0009,STA3,,2026-02-20T10:12:00,2026-02-20T10:12:00,2026-02-20T10:12:00,12.93797,77.571075,"An altercation broke out at a residential lane, resulting in injuries to the victim."
CASE00235,100230139202600235,202600235,2026-07-03,EMP0087,UNIT0139,CAT1,GRV1,CH01,CSH0002,STA2,,2026-07-03T20:23:00,2026-07-03T20:23:00,2026-07-03T20:23:00,16.25189,77.343487,A complaint was filed regarding harassment near the bus stand over the past few weeks.
CASE00236,100210131202600236,202600236,2026-03-20,EMP0146,UNIT0131,CAT1,GRV2,CH02,CSH0009,STA1,,2026-03-20T15:48:00,2026-03-20T15:48:00,2026-03-20T15:48:00,12.490012,76.951381,Complainant alleges online fraud involving a transaction linked to a commercial complex.
CASE00237,100130082202500237,202500237,2025-11-13,EMP0069,UNIT0082,CAT1,GRV2,CH06,CSH0025,STA1,,2025-11-13T09:07:00,2025-11-13T09:07:00,2025-11-13T09:07:00,15.465446,74.97334,Physical assault reported outside a residential complex following a dispute between the parties.
CASE00238,100130080202600238,202600238,2026-03-06,EMP0006,UNIT0080,CAT1,GRV2,CH02,CSH0009,STA1,,2026-03-06T10:16:00,2026-03-06T10:16:00,2026-03-06T10:16:00,15.451471,75.025115,Accused allegedly entered the local temple grounds and removed valuables without the owner's knowledge.
CASE00239,100130083202500239,202500239,2025-12-27,EMP0156,UNIT0083,CAT1,GRV2,CH06,CSH0025,STA1,,2025-12-27T14:54:00,2025-12-27T14:54:00,2025-12-27T14:54:00,15.41222,74.940064,A group of persons allegedly created a public disturbance near a parking area.
CASE00240,100300185202500240,202500240,2025-08-15,EMP0259,UNIT0185,CAT1,GRV2,CH02,CSH0009,STA3,,2025-08-15T20:35:00,2025-08-15T20:35:00,2025-08-15T20:35:00,16.76577,77.092854,Accused allegedly entered the main market and removed valuables without the owner's knowledge.
CASE00241,100110069202600241,202600241,2026-03-07,EMP0127,UNIT0069,CAT1,GRV1,CH01,CSH0005,STA3,,2026-03-07T23:54:00,2026-03-07T23:54:00,2026-03-07T23:54:00,12.787612,75.2387,A group of persons allegedly created a public disturbance near the local temple grounds.
CASE00242,100030018202600242,202600242,2026-02-13,EMP0129,UNIT0018,CAT1,GRV1,CH01,CSH0002,STA3,,2026-02-13T11:16:00,2026-02-13T11:16:00,2026-02-13T11:16:00,15.819167,74.501893,A complaint was filed regarding harassment near a commercial complex over the past few weeks.
CASE00243,100100066202600243,202600243,2026-03-29,EMP0137,UNIT0066,CAT1,GRV1,CH03,CSH0012,STA3,,2026-03-29T01:07:00,2026-03-29T01:07:00,2026-03-29T01:07:00,14.206474,76.33759,A group of persons allegedly created a public disturbance near the bus stand.
CASE00244,100120073202600244,202600244,2026-01-22,EMP0162,UNIT0073,CAT1,GRV1,CH03,CSH0012,STA3,,2026-01-22T13:32:00,2026-01-22T13:32:00,2026-01-22T13:32:00,14.507216,75.853982,A group of persons allegedly created a public disturbance near a residential lane.
CASE00245,100060038202500245,202500245,2025-08-01,EMP0147,UNIT0038,CAT1,GRV2,CH02,CSH0006,STA2,,2025-08-01T18:59:00,2025-08-01T18:59:00,2025-08-01T18:59:00,17.918386,77.57262,"An altercation broke out at the bus stand, resulting in injuries to the victim."
CASE00246,100050029202600246,202600246,2026-05-02,EMP0137,UNIT0029,CAT1,GRV2,CH02,CSH0011,STA3,,2026-05-02T18:45:00,2026-05-02T18:45:00,2026-05-02T18:45:00,12.954894,77.659853,Accused is alleged to have used a fake identity to defraud the complainant near a residential lane.
CASE00247,100030018202600247,202600247,2026-02-11,EMP0129,UNIT0018,CAT1,GRV1,CH01,CSH0001,STA4,,2026-02-11T08:15:00,2026-02-11T08:15:00,2026-02-11T08:15:00,15.843343,74.475312,Accused allegedly entered a residential complex and removed valuables without the owner's knowledge.
CASE00248,100110069202500248,202500248,2025-11-27,EMP0127,UNIT0069,CAT1,GRV2,CH04,CSH0018,STA2,,2025-11-27T04:49:00,2025-11-27T04:49:00,2025-11-27T04:49:00,12.815451,75.220372,A group of persons allegedly created a public disturbance near a residential complex.
CASE00249,100170100202500249,202500249,2025-09-29,EMP0189,UNIT0100,CAT1,GRV2,CH02,CSH0010,STA2,,2025-09-29T11:47:00,2025-09-29T11:47:00,2025-09-29T11:47:00,17.291059,76.893432,Accused allegedly entered the main market and removed valuables without the owner's knowledge.
CASE00250,100130084202500250,202500250,2025-08-20,EMP0247,UNIT0084,CAT1,GRV1,CH03,CSH0016,STA2,,2025-08-20T16:55:00,2025-08-20T16:55:00,2025-08-20T16:55:00,15.449368,75.055497,Complainant alleges online fraud involving a transaction linked to a residential lane.
CASE00251,100270163202500251,202500251,2025-11-09,EMP0150,UNIT0163,CAT1,GRV2,CH04,CSH0019,STA4,,2025-11-09T15:40:00,2025-11-09T15:40:00,2025-11-09T15:40:00,13.318242,74.761815,"An altercation broke out at the railway station, resulting in injuries to the victim."
CASE00252,100050027202500252,202500252,2025-09-10,EMP0124,UNIT0027,CAT1,GRV1,CH01,CSH0005,STA1,,2025-09-10T13:00:00,2025-09-10T13:00:00,2025-09-10T13:00:00,13.023517,77.620097,Vehicle registered to the complainant was found missing from outside the railway station.
CASE00253,100050032202600253,202600253,2026-01-01,EMP0184,UNIT0032,CAT1,GRV2,CH06,CSH0026,STA2,,2026-01-01T12:14:00,2026-01-01T12:14:00,2026-01-01T12:14:00,12.930672,77.620037,Physical assault reported outside a parking area following a dispute between the parties.
CASE00254,100130084202500254,202500254,2025-07-27,EMP0236,UNIT0084,CAT1,GRV2,CH05,CSH0021,STA1,,2025-07-27T15:24:00,2025-07-27T15:24:00,2025-07-27T15:24:00,15.460853,75.02714,A group of persons allegedly created a public disturbance near the railway station.
CASE00255,100130084202600255,202600255,2026-04-13,EMP0236,UNIT0084,CAT1,GRV2,CH04,CSH0018,STA3,,2026-04-13T20:26:00,2026-04-13T20:26:00,2026-04-13T20:26:00,15.45126,75.029141,Vehicle registered to the complainant was found missing from outside a residential lane.
CASE00256,100130080202500256,202500256,2025-08-23,EMP0006,UNIT0080,CAT1,GRV1,CH03,CSH0016,STA1,,2025-08-23T10:01:00,2025-08-23T10:01:00,2025-08-23T10:01:00,15.434529,75.018828,"An altercation broke out at the railway station, resulting in injuries to the victim."
CASE00257,100110068202600257,202600257,2026-02-07,EMP0078,UNIT0068,CAT1,GRV2,CH05,CSH0024,STA1,,2026-02-07T00:05:00,2026-02-07T00:05:00,2026-02-07T00:05:00,12.853291,75.30281,Vehicle registered to the complainant was found missing from outside a residential lane.
CASE00258,100020009202500258,202500258,2025-12-13,EMP0206,UNIT0009,CAT1,GRV2,CH02,CSH0011,STA1,,2025-12-13T06:48:00,2025-12-13T06:48:00,2025-12-13T06:48:00,15.116264,76.935875,Vehicle registered to the complainant was found missing from outside a parking area.
CASE00259,100100065202600259,202600259,2026-02-24,EMP0063,UNIT0065,CAT1,GRV2,CH06,CSH0027,STA4,,2026-02-24T14:00:00,2026-02-24T14:00:00,2026-02-24T14:00:00,14.202847,76.390149,Vehicle registered to the complainant was found missing from outside the main market.
CASE00260,100130084202600260,202600260,2026-02-07,EMP0236,UNIT0084,CAT1,GRV2,CH06,CSH0025,STA2,,2026-02-07T07:42:00,2026-02-07T07:42:00,2026-02-07T07:42:00,15.471221,75.030041,Accused is alleged to have used a fake identity to defraud the complainant near the main market.
CASE00261,100230141202600261,202600261,2026-01-02,EMP0049,UNIT0141,CAT1,GRV2,CH04,CSH0017,STA1,,2026-01-02T08:30:00,2026-01-02T08:30:00,2026-01-02T08:30:00,16.205171,77.400208,Victim was approached by unidentified persons near a parking area and robbed at knifepoint.
CASE00262,100130084202600262,202600262,2026-05-02,EMP0094,UNIT0084,CAT1,GRV1,CH01,CSH0001,STA2,,2026-05-02T09:17:00,2026-05-02T09:17:00,2026-05-02T09:17:00,15.453687,75.05631,A group of persons allegedly created a public disturbance near a residential lane.
CASE00263,100060040202500263,202500263,2025-11-19,EMP0056,UNIT0040,CAT1,GRV1,CH03,CSH0012,STA2,,2025-11-19T19:15:00,2025-11-19T19:15:00,2025-11-19T19:15:00,17.947943,77.545669,Complainant reported that a two-wheeler was stolen from a commercial complex on the night of the incident.
CASE00264,100290180202500264,202500264,2025-10-31,EMP0080,UNIT0180,CAT1,GRV2,CH04,CSH0018,STA1,,2025-10-31T20:08:00,2025-10-31T20:08:00,2025-10-31T20:08:00,16.897204,75.72013,Accused is alleged to have used a fake identity to defraud the complainant near a parking area.
CASE00265,100050031202500265,202500265,2025-10-27,EMP0021,UNIT0031,CAT1,GRV1,CH03,CSH0012,STA2,,2025-10-27T19:16:00,2025-10-27T19:16:00,2025-10-27T19:16:00,12.938695,77.593753,Vehicle registered to the complainant was found missing from outside the bus stand.
CASE00266,100050029202600266,202600266,2026-05-10,EMP0083,UNIT0029,CAT1,GRV2,CH05,CSH0024,STA1,,2026-05-10T16:55:00,2026-05-10T16:55:00,2026-05-10T16:55:00,12.945277,77.636173,A complaint was filed regarding harassment near a commercial complex over the past few weeks.
CASE00267,100220133202600267,202600267,2026-03-01,EMP0199,UNIT0133,CAT1,GRV2,CH05,CSH0021,STA3,,2026-03-01T16:46:00,2026-03-01T16:46:00,2026-03-01T16:46:00,12.253598,76.626111,A group of persons allegedly created a public disturbance near a commercial complex.
CASE00268,100280169202600268,202600268,2026-04-26,EMP0255,UNIT0169,CAT1,GRV2,CH04,CSH0018,STA3,,2026-04-26T20:12:00,2026-04-26T20:12:00,2026-04-26T20:12:00,14.791375,74.668477,Physical assault reported outside a commercial complex following a dispute between the parties.
CASE00269,100110070202500269,202500269,2025-09-15,EMP0067,UNIT0070,CAT1,GRV2,CH05,CSH0022,STA1,,2025-09-15T06:53:00,2025-09-15T06:53:00,2025-09-15T06:53:00,12.805767,75.275583,Victim was approached by unidentified persons near the main market and robbed at knifepoint.
CASE00270,100170100202600270,202600270,2026-06-10,EMP0189,UNIT0100,CAT1,GRV2,CH05,CSH0022,STA1,,2026-06-10T16:39:00,2026-06-10T16:39:00,2026-06-10T16:39:00,17.294831,76.901076,Complainant reported that jewellery was stolen from a residential lane on the night of the incident.
CASE00271,100040021202600271,202600271,2026-04-04,EMP0224,UNIT0021,CAT1,GRV1,CH03,CSH0015,STA2,,2026-04-04T20:03:00,2026-04-04T20:03:00,2026-04-04T20:03:00,13.318327,77.608535,Accused is alleged to have used a fake identity to defraud the complainant near the main market.
CASE00272,100110069202500272,202500272,2025-11-10,EMP0127,UNIT0069,CAT1,GRV2,CH04,CSH0017,STA1,,2025-11-10T03:04:00,2025-11-10T03:04:00,2025-11-10T03:04:00,12.784246,75.236994,"An altercation broke out at a parking area, resulting in injuries to the victim."
CASE00273,100030019202500273,202500273,2025-11-13,EMP0077,UNIT0019,CAT1,GRV2,CH02,CSH0007,STA2,,2025-11-13T17:15:00,2025-11-13T17:15:00,2025-11-13T17:15:00,15.811544,74.490177,A group of persons allegedly created a public disturbance near a residential lane.
CASE00274,100180110202500274,202500274,2025-10-26,EMP0141,UNIT0110,CAT1,GRV1,CH01,CSH0004,STA2,,2025-10-26T09:11:00,2025-10-26T09:11:00,2025-10-26T09:11:00,12.475476,75.683917,A group of persons allegedly created a public disturbance near a commercial complex.
CASE00275,100230141202500275,202500275,2025-08-24,EMP0049,UNIT0141,CAT1,GRV2,CH02,CSH0011,STA3,,2025-08-24T20:26:00,2025-08-24T20:26:00,2025-08-24T20:26:00,16.182608,77.375291,Complainant alleges online fraud involving a transaction linked to the local temple grounds.
CASE00276,100310191202600276,202600276,2026-01-11,EMP0230,UNIT0191,CAT1,GRV2,CH02,CSH0009,STA4,,2026-01-11T14:28:00,2026-01-11T14:28:00,2026-01-11T14:28:00,15.244891,76.387637,A complaint was filed regarding harassment near the main market over the past few weeks.
CASE00277,100050028202600277,202600277,2026-01-07,EMP0093,UNIT0028,CAT1,GRV1,CH01,CSH0001,STA3,,2026-01-07T13:14:00,2026-01-07T13:14:00,2026-01-07T13:14:00,12.930229,77.62613,A complaint was filed regarding harassment near the bus stand over the past few weeks.
CASE00278,100110068202500278,202500278,2025-10-23,EMP0188,UNIT0068,CAT1,GRV1,CH03,CSH0012,STA3,,2025-10-23T09:16:00,2025-10-23T09:16:00,2025-10-23T09:16:00,12.854598,75.29625,A complaint was filed regarding harassment near the local temple grounds over the past few weeks.
CASE00279,100090056202600279,202600279,2026-03-31,EMP0248,UNIT0056,CAT1,GRV2,CH05,CSH0024,STA1,,2026-03-31T06:20:00,2026-03-31T06:20:00,2026-03-31T06:20:00,13.306534,75.839002,A group of persons allegedly created a public disturbance near the railway station.
CASE00280,100220134202500280,202500280,2025-10-26,EMP0012,UNIT0134,CAT1,GRV2,CH04,CSH0019,STA4,,2025-10-26T14:49:00,2025-10-26T14:49:00,2025-10-26T14:49:00,12.316601,76.632233,Physical assault reported outside a residential complex following a dispute between the parties.
CASE00281,100090059202600281,202600281,2026-01-17,EMP0026,UNIT0059,CAT1,GRV2,CH05,CSH0024,STA3,,2026-01-17T18:38:00,2026-01-17T18:38:00,2026-01-17T18:38:00,13.263912,75.760636,Complainant alleges online fraud involving a transaction linked to a commercial complex.
CASE00282,100030017202500282,202500282,2025-11-04,EMP0185,UNIT0017,CAT1,GRV2,CH02,CSH0011,STA1,,2025-11-04T16:14:00,2025-11-04T16:14:00,2025-11-04T16:14:00,15.91719,74.536053,Vehicle registered to the complainant was found missing from outside a residential complex.
CASE00283,100050028202600283,202600283,2026-06-15,EMP0125,UNIT0028,CAT1,GRV2,CH06,CSH0026,STA1,,2026-06-15T15:08:00,2026-06-15T15:08:00,2026-06-15T15:08:00,12.952219,77.595225,Physical assault reported outside a residential complex following a dispute between the parties.
CASE00284,100050032202600284,202600284,2026-06-21,EMP0184,UNIT0032,CAT1,GRV2,CH06,CSH0025,STA2,,2026-06-21T19:48:00,2026-06-21T19:48:00,2026-06-21T19:48:00,12.931053,77.600563,A group of persons allegedly created a public disturbance near a parking area.
CASE00285,100050027202500285,202500285,2025-12-31,EMP0124,UNIT0027,CAT1,GRV2,CH06,CSH0025,STA1,,2025-12-31T15:43:00,2025-12-31T15:43:00,2025-12-31T15:43:00,13.021292,77.634375,Victim was approached by unidentified persons near a commercial complex and robbed at knifepoint.
CASE00286,100020007202500286,202500286,2025-10-05,EMP0108,UNIT0007,CAT1,GRV2,CH06,CSH0025,STA3,,2025-10-05T13:22:00,2025-10-05T13:22:00,2025-10-05T13:22:00,15.110401,76.982685,Victim was approached by unidentified persons near a commercial complex and robbed at knifepoint.
CASE00287,100130084202500287,202500287,2025-09-12,EMP0236,UNIT0084,CAT1,GRV1,CH01,CSH0003,STA4,,2025-09-12T08:03:00,2025-09-12T08:03:00,2025-09-12T08:03:00,15.481033,75.052307,A complaint was filed regarding harassment near a commercial complex over the past few weeks.
CASE00288,100050029202500288,202500288,2025-09-06,EMP0170,UNIT0029,CAT1,GRV2,CH02,CSH0010,STA1,,2025-09-06T16:01:00,2025-09-06T16:01:00,2025-09-06T16:01:00,12.960596,77.632498,Complainant alleges online fraud involving a transaction linked to a residential lane.
CASE00289,100060037202500289,202500289,2025-11-26,EMP0075,UNIT0037,CAT1,GRV2,CH05,CSH0023,STA2,,2025-11-26T19:01:00,2025-11-26T19:01:00,2025-11-26T19:01:00,17.903113,77.513146,Accused allegedly entered the railway station and removed valuables without the owner's knowledge.
CASE00290,100130083202600290,202600290,2026-06-11,EMP0223,UNIT0083,CAT1,GRV2,CH04,CSH0020,STA4,,2026-06-11T12:29:00,2026-06-11T12:29:00,2026-06-11T12:29:00,15.407688,74.961233,Accused is alleged to have used a fake identity to defraud the complainant near the main market.
CASE00291,100130081202500291,202500291,2025-09-16,EMP0209,UNIT0081,CAT1,GRV1,CH03,CSH0013,STA4,,2025-09-16T11:24:00,2025-09-16T11:24:00,2025-09-16T11:24:00,15.485947,75.045688,"An altercation broke out at a parking area, resulting in injuries to the victim."
CASE00292,100110068202500292,202500292,2025-08-23,EMP0021,UNIT0068,CAT1,GRV2,CH04,CSH0018,STA1,,2025-08-23T21:01:00,2025-08-23T21:01:00,2025-08-23T21:01:00,12.86578,75.299343,Physical assault reported outside the bus stand following a dispute between the parties.
CASE00293,100130082202500293,202500293,2025-09-14,EMP0063,UNIT0082,CAT1,GRV1,CH03,CSH0012,STA4,,2025-09-14T14:19:00,2025-09-14T14:19:00,2025-09-14T14:19:00,15.504253,74.957411,Complainant reported that documents was stolen from the railway station on the night of the incident.
CASE00294,100020008202600294,202600294,2026-06-15,EMP0002,UNIT0008,CAT1,GRV2,CH04,CSH0018,STA1,,2026-06-15T22:14:00,2026-06-15T22:14:00,2026-06-15T22:14:00,15.158891,76.88772,Physical assault reported outside a parking area following a dispute between the parties.
CASE00295,100130079202500295,202500295,2025-08-29,EMP0169,UNIT0079,CAT1,GRV1,CH01,CSH0005,STA2,,2025-08-29T15:19:00,2025-08-29T15:19:00,2025-08-29T15:19:00,15.495353,75.048114,A group of persons allegedly created a public disturbance near a parking area.
CASE00296,100130080202600296,202600296,2026-03-19,EMP0006,UNIT0080,CAT1,GRV2,CH05,CSH0023,STA2,,2026-03-19T19:33:00,2026-03-19T19:33:00,2026-03-19T19:33:00,15.44949,75.042193,A group of persons allegedly created a public disturbance near a commercial complex.
CASE00297,100110071202600297,202600297,2026-04-22,EMP0027,UNIT0071,CAT1,GRV2,CH05,CSH0024,STA3,,2026-04-22T08:20:00,2026-04-22T08:20:00,2026-04-22T08:20:00,12.824256,75.22593,Physical assault reported outside the railway station following a dispute between the parties.
CASE00298,100220135202600298,202600298,2026-01-23,EMP0110,UNIT0135,CAT1,GRV2,CH05,CSH0021,STA3,,2026-01-23T21:17:00,2026-01-23T21:17:00,2026-01-23T21:17:00,12.292816,76.628161,A group of persons allegedly created a public disturbance near the railway station.
CASE00299,100260157202600299,202600299,2026-07-07,EMP0218,UNIT0157,CAT1,GRV2,CH02,CSH0008,STA2,,2026-07-07T18:14:00,2026-07-07T18:14:00,2026-07-07T18:14:00,13.371988,77.099389,Complainant alleges online fraud involving a transaction linked to a residential lane.
CASE00300,100160096202500300,202500300,2025-10-22,EMP0208,UNIT0096,CAT1,GRV2,CH02,CSH0006,STA1,,2025-10-22T20:31:00,2025-10-22T20:31:00,2025-10-22T20:31:00,14.840862,75.33448,Complainant reported that a mobile phone was stolen from the local temple grounds on the night of the incident.
